model,light_strength,ambient_strength,psnr,psnr_std
BirdHouseRedRoofYellowWindows,1.0,0.2,14.098979406217236,0.7510173341591445
BirdHouseRedRoofYellowWindows,1.0,0.01,10.671798095666105,0.4682720543354885
BirdHouseRedRoofYellowWindows,3.5,0.2,18.8392881106425,1.3155822976478384
BirdHouseRedRoofYellowWindows,1.5,0.04,14.365537357996484,0.6563332871671188
BirdHouseRedRoofYellowWindows,1.0,0.15,13.177772656201835,0.6575984224610765
BirdHouseRedRoofYellowWindows,2.0,0.04,17.896026870917005,1.010627960035203
BirdHouseRedRoofYellowWindows,5.0,0.01,14.802136096496062,0.991691761469202
BirdHouseRedRoofYellowWindows,2.0,0.05,18.159061554653118,1.022368161104307
BirdHouseRedRoofYellowWindows,2.0,0.01,17.066164831115692,0.9999914543552563
BirdHouseRedRoofYellowWindows,3.5,0.1,19.827087946263173,1.3864978765826157
BirdHouseRedRoofYellowWindows,4.5,0.1,15.782950028854378,1.0305531101971634
BirdHouseRedRoofYellowWindows,2.5,0.03,21.06765856575104,1.5297960719021608
BirdHouseRedRoofYellowWindows,2.0,0.25,23.05151099971202,1.2582019974078806
BirdHouseRedRoofYellowWindows,4.0,0.04,17.943678051329098,1.3054937647046296
BirdHouseRedRoofYellowWindows,3.0,0.15,22.04511385470753,1.3425648329482938
BirdHouseRedRoofYellowWindows,4.0,0.25,16.28963969963754,1.054187964565439
BirdHouseRedRoofYellowWindows,4.5,0.02,16.198508956747062,1.13779007017604
BirdHouseRedRoofYellowWindows,5.0,0.1,14.456074104203395,0.903374391263538
BirdHouseRedRoofYellowWindows,3.5,0.05,20.169461069671392,1.4530846367978147
BirdHouseRedRoofYellowWindows,2.5,0.25,23.568155153112528,1.0616571307485279
BirdHouseRedRoofYellowWindows,1.5,0.25,19.010442275928998,1.0973803139245213
BirdHouseRedRoofYellowWindows,4.5,0.01,16.21361177597372,1.164348141346897
BirdHouseRedRoofYellowWindows,4.5,0.05,16.072869819085433,1.087051787150176
BirdHouseRedRoofYellowWindows,3.0,0.05,22.28473430735474,1.4674224748154951
BirdHouseRedRoofYellowWindows,2.5,0.15,23.446391947748488,1.1149582114953254
BirdHouseRedRoofYellowWindows,2.0,0.1,19.45949234350963,1.104174421074257
BirdHouseRedRoofYellowWindows,2.5,0.04,21.349534486492928,1.5060285822783184
BirdHouseRedRoofYellowWindows,3.0,0.2,21.538747033187626,1.412885023543884
BirdHouseRedRoofYellowWindows,1.5,0.05,14.575105531328992,0.6681261988434897
BirdHouseRedRoofYellowWindows,2.0,0.03,17.629346016684284,1.0017895939679569
BirdHouseRedRoofYellowWindows,5.0,0.25,13.690192274086826,0.8077918258700781
BirdHouseRedRoofYellowWindows,4.5,0.15,15.463098179724714,0.9831552938558391
BirdHouseRedRoofYellowWindows,5.0,0.02,14.787110667754039,0.9750514462479738
BirdHouseRedRoofYellowWindows,2.0,0.02,17.356139496109087,0.9970345201622713
BirdHouseRedRoofYellowWindows,4.5,0.2,15.144528137673785,0.9377415685933728
BirdHouseRedRoofYellowWindows,5.0,0.04,14.723867014625913,0.952109969677913
BirdHouseRedRoofYellowWindows,2.5,0.1,22.724892408862242,1.3313784093678642
BirdHouseRedRoofYellowWindows,3.0,0.02,21.971935587233048,1.6994584988466526
BirdHouseRedRoofYellowWindows,4.0,0.02,18.015296675568,1.3526621407975137
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.03,14.327808308084268,2.2109098985966944
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.1,15.992492385834321,1.8434183945382199
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.2,20.39889647718972,2.9356581352850317
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.15,16.26931352674758,1.2378797137929882
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.03,14.46698638292315,2.3521372250058916
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.2,16.366382306299997,1.1166969398298263
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.05,10.345113693889704,0.8133814560212441
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.2,17.997705895780605,1.3775459854865806
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.04,14.460383013391393,2.041161052591749
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.01,13.87500801472667,2.69820914076657
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.02,14.213255530953731,2.501652437687579
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.01,14.513807579461204,3.2113119757994575
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.05,16.902687569516303,3.9376981303405705
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.03,14.245339133511743,2.1572016876552227
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.2,16.555675178228626,1.0071192018839021
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.04,15.223033574242454,2.5733985790181624
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.02,9.490563962894175,0.939418314730853
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.03,14.20394435309962,2.1376342385905924
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.1,15.055713199117093,1.8709062034543678
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.15,15.912760509628177,1.286195421608059
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.01,13.745842793873148,2.5365241082185412
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.15,16.08817519602629,1.2290458968283136
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.02,16.175136943885725,4.669441004817287
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.1,11.676012329593101,0.7001955532773276
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.2,18.638183631285482,2.20824337281926
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.04,10.069828074732026,0.8486512501836668
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.03,15.04021738608812,2.752282624194076
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.15,19.616951866765476,3.8398745640424683
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.03,12.697046771835794,1.9533772247572159
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.1,15.507839198582195,1.544975440881085
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.25,17.12556731890205,0.7630409320637007
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.05,14.606009769648287,1.9263221027809407
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.01,11.903931332150417,2.086821014747527
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.25,16.05712015005903,0.756773851173488
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.01,15.788182356974778,4.9655108723165435
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.15,16.779767410333132,1.9715960701959137
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.05,14.741591294638445,1.9777986234529779
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.02,12.328181111697795,2.00137130525933
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.03,9.786128898606663,0.8893512631207674
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.04,14.69003650565654,2.2190217721950996
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.25,17.4309466905625,0.7208773638515059
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.25,16.805540420833196,0.9754708187397384
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.2,14.478488084028399,0.6614406429954532
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.01,9.157773184365727,1.016314664210574
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.2,16.747372162187915,0.9500276794755905
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.04,13.049721635969552,1.9180154623773573
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.0,0.15,13.035066792553247,0.6501564790290669
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.04,16.004499418988058,3.9538772498132255
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.01,13.637044178008457,2.439977317515829
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.05,16.407104351486222,3.9700427262835216
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.01,14.610814503010184,4.023028645545765
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.1,15.673391585642023,1.6132136124141936
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.1,15.405082648450398,1.539922063476303
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.03,16.457289772386265,4.414576265598697
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.25,20.660194434048503,1.935553265082034
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.04,14.546567734043245,2.087834023619366
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.15,16.542572934980996,1.40736017091051
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.25,16.929314342802034,0.883067252521904
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.02,14.000324519474649,2.2896232538661843
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.1,15.349401652087092,1.5473867517863866
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.5,0.05,14.88902158792159,2.0988704477018723
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.25,18.011152510966816,1.0147597131868056
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.25,20.611783631917113,2.5844431142629576
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.01,13.67230168744839,2.468080698565857
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.05,14.652007708688766,1.9381253523937303
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.05,15.381222940007746,2.4159945832107854
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.15,17.919061312950888,2.0204534969797265
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.1,18.22432860552811,4.105722223705533
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.04,16.697269884637205,4.171347908520166
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.2,17.03862855937903,1.0252621045105377
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,1.5,0.05,13.391688576309567,1.8925778629422936
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.03,15.582353513697782,3.949897046388613
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.25,16.72868640264448,1.0309416997213117
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.15,15.976823372050692,1.2590471687674143
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.02,13.961729920101211,2.26602628107304
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.0,0.02,15.135418523015824,3.9629205819822175
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.5,0.2,16.437448170986688,1.0720750378867807
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,5.0,0.04,14.41656567271609,2.0255209813307333
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,2.5,0.1,17.593300882784302,2.886924955161747
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,3.0,0.02,14.823846381764412,2.9549437098642772
BirdHouse_B004HJE8AS_WhiteWallsTwoPorches_2,4.0,0.02,14.07870170826487,2.350411999850602
Airplane_B097C7SHJH_WhiteBlue,4.0,0.03,17.15702379060657,0.478424321367757
Airplane_B097C7SHJH_WhiteBlue,3.0,0.1,18.457868064207,0.6437537490543971
Airplane_B097C7SHJH_WhiteBlue,2.0,0.2,20.86485612111681,0.8049120572847764
Airplane_B097C7SHJH_WhiteBlue,3.5,0.15,17.439309558677007,0.44812590103563416
Airplane_B097C7SHJH_WhiteBlue,3.5,0.03,17.74166879470851,0.561080811822474
Airplane_B097C7SHJH_WhiteBlue,5.0,0.2,16.3187925159818,0.6397392380894524
Airplane_B097C7SHJH_WhiteBlue,1.0,0.05,12.212510446293226,0.1826511931745039
Airplane_B097C7SHJH_WhiteBlue,2.5,0.2,19.20580473683127,0.7070466395295641
Airplane_B097C7SHJH_WhiteBlue,4.5,0.04,16.786834759209132,0.5103782933286662
Airplane_B097C7SHJH_WhiteBlue,3.5,0.01,17.785035876813005,0.600742458468646
Airplane_B097C7SHJH_WhiteBlue,3.5,0.02,17.764662050170518,0.5794322542003092
Airplane_B097C7SHJH_WhiteBlue,3.0,0.01,18.86531884237414,0.823554740755946
Airplane_B097C7SHJH_WhiteBlue,2.5,0.05,20.01564937014303,0.8520160239124501
Airplane_B097C7SHJH_WhiteBlue,4.5,0.03,16.792256360019095,0.5103480999278046
Airplane_B097C7SHJH_WhiteBlue,4.0,0.2,16.921805697876074,0.4800504521256397
Airplane_B097C7SHJH_WhiteBlue,3.0,0.04,18.754518905718577,0.7562593819887818
Airplane_B097C7SHJH_WhiteBlue,1.0,0.02,11.565163236102759,0.17969871416684857
Airplane_B097C7SHJH_WhiteBlue,5.0,0.03,16.494970826712944,0.5776687313278297
Airplane_B097C7SHJH_WhiteBlue,1.5,0.1,17.47241450299393,0.5121761264655599
Airplane_B097C7SHJH_WhiteBlue,5.0,0.15,16.381643876502718,0.6197491936234889
Airplane_B097C7SHJH_WhiteBlue,4.0,0.01,17.17141253074772,0.49544303305452
Airplane_B097C7SHJH_WhiteBlue,4.0,0.15,17.00002689438454,0.4685411919596174
Airplane_B097C7SHJH_WhiteBlue,2.5,0.02,19.97738533048166,0.8959285553278123
Airplane_B097C7SHJH_WhiteBlue,1.0,0.1,13.312647785137736,0.2054364626827019
Airplane_B097C7SHJH_WhiteBlue,1.5,0.2,19.922867489423,0.7593426364868449
Airplane_B097C7SHJH_WhiteBlue,1.0,0.04,11.995930138039473,0.18073986536689057
Airplane_B097C7SHJH_WhiteBlue,3.0,0.03,18.796619199393714,0.7771404272183001
Airplane_B097C7SHJH_WhiteBlue,2.0,0.15,20.876818379833658,0.8299338556795696
Airplane_B097C7SHJH_WhiteBlue,1.5,0.03,15.701577558347106,0.4194242190637567
Airplane_B097C7SHJH_WhiteBlue,4.0,0.1,17.071784466847927,0.46260468846444314
Airplane_B097C7SHJH_WhiteBlue,3.5,0.25,17.20202952616703,0.44012620728140067
Airplane_B097C7SHJH_WhiteBlue,5.0,0.05,16.482790959098118,0.5831319921078242
Airplane_B097C7SHJH_WhiteBlue,1.5,0.01,15.199436074281369,0.40961959342116266
Airplane_B097C7SHJH_WhiteBlue,1.0,0.25,16.89715243455636,0.4189657971157856
Airplane_B097C7SHJH_WhiteBlue,2.5,0.01,19.93731952905247,0.9166557049430523
Airplane_B097C7SHJH_WhiteBlue,1.5,0.15,18.73554226819848,0.6230930456579761
Airplane_B097C7SHJH_WhiteBlue,4.0,0.05,17.135745485655423,0.46889129240468075
Airplane_B097C7SHJH_WhiteBlue,1.5,0.02,15.45072167897423,0.41327711746774065
Airplane_B097C7SHJH_WhiteBlue,1.0,0.03,11.780398982987945,0.17973774323036865
Airplane_B097C7SHJH_WhiteBlue,3.5,0.04,17.717198693706244,0.5447733216171768
Airplane_B097C7SHJH_WhiteBlue,3.0,0.25,17.759938707181885,0.46824131463873275
Airplane_B097C7SHJH_WhiteBlue,4.5,0.25,16.52399030229498,0.5749818116252587
Airplane_B097C7SHJH_WhiteBlue,1.0,0.2,15.649601319597679,0.31922391142863793
Airplane_B097C7SHJH_WhiteBlue,1.0,0.01,11.349497806972419,0.18095865842992198
Airplane_B097C7SHJH_WhiteBlue,3.5,0.2,17.316977732347684,0.4372407974659687
Airplane_B097C7SHJH_WhiteBlue,1.5,0.04,15.95271835782306,0.42773733528789837
Airplane_B097C7SHJH_WhiteBlue,1.0,0.15,14.455383337871158,0.249963113229093
Airplane_B097C7SHJH_WhiteBlue,2.0,0.04,19.54034890336166,0.8175719418495445
Airplane_B097C7SHJH_WhiteBlue,5.0,0.01,16.50067630632016,0.574117717146326
Airplane_B097C7SHJH_WhiteBlue,2.0,0.05,19.73270489192133,0.8221084459023873
Airplane_B097C7SHJH_WhiteBlue,2.0,0.01,18.89556911137239,0.8105666540122609
Airplane_B097C7SHJH_WhiteBlue,3.5,0.1,17.564860487172723,0.4766700516582168
Airplane_B097C7SHJH_WhiteBlue,4.5,0.1,16.732736707165973,0.5210630790402052
Airplane_B097C7SHJH_WhiteBlue,2.5,0.03,20.002412048078508,0.8788595050149764
Airplane_B097C7SHJH_WhiteBlue,2.0,0.25,20.572029944819775,0.773941560939253
Airplane_B097C7SHJH_WhiteBlue,4.0,0.04,17.14689622685666,0.4729341147167442
Airplane_B097C7SHJH_WhiteBlue,3.0,0.15,18.203140816441866,0.5649294044300872
Airplane_B097C7SHJH_WhiteBlue,4.0,0.25,16.8375671878959,0.49500155391788814
Airplane_B097C7SHJH_WhiteBlue,4.5,0.02,16.795999559243715,0.5112555452193842
Airplane_B097C7SHJH_WhiteBlue,5.0,0.1,16.43804210558408,0.6003138565162364
Airplane_B097C7SHJH_WhiteBlue,3.5,0.05,17.692001868846848,0.5301492249148406
Airplane_B097C7SHJH_WhiteBlue,2.5,0.25,18.8158781179608,0.6412502978908262
Airplane_B097C7SHJH_WhiteBlue,1.5,0.25,20.900676654647192,0.884008272516152
Airplane_B097C7SHJH_WhiteBlue,4.5,0.01,16.797061006613923,0.5134012644392246
Airplane_B097C7SHJH_WhiteBlue,4.5,0.05,16.78007382236232,0.5111685590102919
Airplane_B097C7SHJH_WhiteBlue,3.0,0.05,18.709146171146106,0.7363171122055517
Airplane_B097C7SHJH_WhiteBlue,2.5,0.15,19.585317369341958,0.7607617576029537
Airplane_B097C7SHJH_WhiteBlue,2.0,0.1,20.497469951988553,0.8374678373814759
Airplane_B097C7SHJH_WhiteBlue,2.5,0.04,20.014641772749417,0.8646027236458568
Airplane_B097C7SHJH_WhiteBlue,3.0,0.2,17.96654534052791,0.5079017388240976
Airplane_B097C7SHJH_WhiteBlue,1.5,0.05,16.20435271200588,0.43773413942757905
Airplane_B097C7SHJH_WhiteBlue,2.0,0.03,19.33671481423958,0.8136846443108933
Airplane_B097C7SHJH_WhiteBlue,5.0,0.25,16.252138930504472,0.6595756834126059
Airplane_B097C7SHJH_WhiteBlue,4.5,0.15,16.6706591410036,0.5367230702180849
Airplane_B097C7SHJH_WhiteBlue,5.0,0.02,16.499014296836144,0.5755535636480098
Airplane_B097C7SHJH_WhiteBlue,2.0,0.02,19.12196305001312,0.8108586677091248
Airplane_B097C7SHJH_WhiteBlue,4.5,0.2,16.59984261823273,0.5552063135752342
Airplane_B097C7SHJH_WhiteBlue,5.0,0.04,16.48946311786516,0.5802311262474192
Airplane_B097C7SHJH_WhiteBlue,2.5,0.1,19.88326772268787,0.8037728397546352
Airplane_B097C7SHJH_WhiteBlue,3.0,0.02,18.834131565830837,0.7990858793179915
Airplane_B097C7SHJH_WhiteBlue,4.0,0.02,17.165512481041283,0.4857007176925096
Figurine_B0CR3Y5T3K_Gnome,4.0,0.03,17.513453581077506,0.37492286013800263
Figurine_B0CR3Y5T3K_Gnome,3.0,0.1,21.675392452592593,0.5349686192708886
Figurine_B0CR3Y5T3K_Gnome,2.0,0.2,22.892045205090966,1.4912953461372924
Figurine_B0CR3Y5T3K_Gnome,3.5,0.15,18.479041684576494,0.4376836241774108
Figurine_B0CR3Y5T3K_Gnome,3.5,0.03,19.819297858664953,0.4255742781757091
Figurine_B0CR3Y5T3K_Gnome,5.0,0.2,13.720560437764888,0.38115672868366
Figurine_B0CR3Y5T3K_Gnome,1.0,0.05,12.445941996918764,0.6210059376982066
Figurine_B0CR3Y5T3K_Gnome,2.5,0.2,22.955094313114273,0.7542547168732351
Figurine_B0CR3Y5T3K_Gnome,4.5,0.04,15.731076021899426,0.37029734664323577
Figurine_B0CR3Y5T3K_Gnome,3.5,0.01,20.036842533563465,0.4263434100103361
Figurine_B0CR3Y5T3K_Gnome,3.5,0.02,19.929884193024094,0.42629867810118255
Figurine_B0CR3Y5T3K_Gnome,3.0,0.01,22.609827359971085,0.6369766029785927
Figurine_B0CR3Y5T3K_Gnome,2.5,0.05,23.331678062834165,1.0045535013382931
Figurine_B0CR3Y5T3K_Gnome,4.5,0.03,15.798441290625922,0.36915803043831436
Figurine_B0CR3Y5T3K_Gnome,4.0,0.2,16.090111493384804,0.4145103437279868
Figurine_B0CR3Y5T3K_Gnome,3.0,0.04,22.358187470188113,0.6106495091326689
Figurine_B0CR3Y5T3K_Gnome,1.0,0.02,11.96788000226734,0.5571829367796448
Figurine_B0CR3Y5T3K_Gnome,5.0,0.03,14.533832535681071,0.3677935795553735
Figurine_B0CR3Y5T3K_Gnome,1.5,0.1,17.01472456329023,0.9402898743043681
Figurine_B0CR3Y5T3K_Gnome,5.0,0.15,13.944603839673883,0.3769148031563707
Figurine_B0CR3Y5T3K_Gnome,4.0,0.01,17.692406149536975,0.3725378163434825
Figurine_B0CR3Y5T3K_Gnome,4.0,0.15,16.480429645966346,0.3990401440965659
Figurine_B0CR3Y5T3K_Gnome,2.5,0.02,23.02339335263003,0.9458936623245443
Figurine_B0CR3Y5T3K_Gnome,1.0,0.1,13.249933347109959,0.7390094009078426
Figurine_B0CR3Y5T3K_Gnome,1.5,0.2,18.991431607012895,1.3412433931806305
Figurine_B0CR3Y5T3K_Gnome,1.0,0.04,12.286541206748199,0.5991023877994439
Figurine_B0CR3Y5T3K_Gnome,3.0,0.03,22.452745639381366,0.6225705478664488
Figurine_B0CR3Y5T3K_Gnome,2.0,0.15,22.16318643221076,1.374320665070294
Figurine_B0CR3Y5T3K_Gnome,1.5,0.03,15.692051478834202,0.7069317470414408
Figurine_B0CR3Y5T3K_Gnome,4.0,0.1,16.895062128092857,0.3861266346849057
Figurine_B0CR3Y5T3K_Gnome,3.5,0.25,17.45587093987485,0.47391665821116913
Figurine_B0CR3Y5T3K_Gnome,5.0,0.05,14.431132384255651,0.36914393482817154
Figurine_B0CR3Y5T3K_Gnome,1.5,0.01,15.321537981022455,0.6480599637854754
Figurine_B0CR3Y5T3K_Gnome,1.0,0.25,15.77840933707117,1.186835502111097
Figurine_B0CR3Y5T3K_Gnome,2.5,0.01,22.88603176921291,0.9172050945343471
Figurine_B0CR3Y5T3K_Gnome,1.5,0.15,17.99265702082291,1.1325106523667468
Figurine_B0CR3Y5T3K_Gnome,4.0,0.05,17.333365870886514,0.3773758956248467
Figurine_B0CR3Y5T3K_Gnome,1.5,0.02,15.506725832192444,0.6772092877932979
Figurine_B0CR3Y5T3K_Gnome,1.0,0.03,12.127292704324622,0.5778200654985305
Figurine_B0CR3Y5T3K_Gnome,3.5,0.04,19.706865949351034,0.42458439948891835
Figurine_B0CR3Y5T3K_Gnome,3.0,0.25,19.75221785239578,0.5312884236615626
Figurine_B0CR3Y5T3K_Gnome,4.5,0.25,14.454450319385197,0.4104820180627873
Figurine_B0CR3Y5T3K_Gnome,1.0,0.2,14.911553482836528,1.021061528593867
Figurine_B0CR3Y5T3K_Gnome,1.0,0.01,11.80822140290425,0.5369961794402869
Figurine_B0CR3Y5T3K_Gnome,3.5,0.2,17.95356594965321,0.4547028940137766
Figurine_B0CR3Y5T3K_Gnome,1.5,0.04,15.877926602962466,0.7376322507833295
Figurine_B0CR3Y5T3K_Gnome,1.0,0.15,14.0699359308738,0.8720262864404613
Figurine_B0CR3Y5T3K_Gnome,2.0,0.04,19.989031000713886,0.9492174342737457
Figurine_B0CR3Y5T3K_Gnome,5.0,0.01,14.636748732015533,0.36670420244574925
Figurine_B0CR3Y5T3K_Gnome,2.0,0.05,20.20197581480842,0.9903118127490482
Figurine_B0CR3Y5T3K_Gnome,2.0,0.01,19.338765722497584,0.8278600217202831
Figurine_B0CR3Y5T3K_Gnome,3.5,0.1,19.028740135686594,0.4262167295194233
Figurine_B0CR3Y5T3K_Gnome,4.5,0.1,15.337009958064005,0.37930590917811396
Figurine_B0CR3Y5T3K_Gnome,2.5,0.03,23.14235952483676,0.9698777029737038
Figurine_B0CR3Y5T3K_Gnome,2.0,0.25,23.31969109045674,1.505576040777251
Figurine_B0CR3Y5T3K_Gnome,4.0,0.04,17.4232247750919,0.3760826403628322
Figurine_B0CR3Y5T3K_Gnome,3.0,0.15,21.035596983693125,0.5029606177139352
Figurine_B0CR3Y5T3K_Gnome,4.0,0.25,15.72315872468369,0.43115503811606903
Figurine_B0CR3Y5T3K_Gnome,4.5,0.02,15.865900011981443,0.3681123995803801
Figurine_B0CR3Y5T3K_Gnome,5.0,0.1,14.181570719196557,0.37291593531256734
Figurine_B0CR3Y5T3K_Gnome,3.5,0.05,19.59391785122434,0.42382969416916216
Figurine_B0CR3Y5T3K_Gnome,2.5,0.25,22.372514744928278,0.6066466386450042
Figurine_B0CR3Y5T3K_Gnome,1.5,0.25,19.988993574789244,1.5567813111773934
Figurine_B0CR3Y5T3K_Gnome,4.5,0.01,15.93275749489123,0.36719149716693755
Figurine_B0CR3Y5T3K_Gnome,4.5,0.05,15.66403886740434,0.3715805493603403
Figurine_B0CR3Y5T3K_Gnome,3.0,0.05,22.2562795383919,0.5974163030654263
Figurine_B0CR3Y5T3K_Gnome,2.5,0.15,23.378561973608708,0.9131320101262561
Figurine_B0CR3Y5T3K_Gnome,2.0,0.1,21.23456465730292,1.194632395053423
Figurine_B0CR3Y5T3K_Gnome,2.5,0.04,23.244887011206433,0.9893148996416646
Figurine_B0CR3Y5T3K_Gnome,3.0,0.2,20.386046621851502,0.5063257508474054
Figurine_B0CR3Y5T3K_Gnome,1.5,0.05,16.06476971270179,0.7691900088270475
Figurine_B0CR3Y5T3K_Gnome,2.0,0.03,19.774369106615733,0.9084023109431081
Figurine_B0CR3Y5T3K_Gnome,5.0,0.25,13.508450766319376,0.38593157082305274
Figurine_B0CR3Y5T3K_Gnome,4.5,0.15,15.025868760209553,0.3890593275389228
Figurine_B0CR3Y5T3K_Gnome,5.0,0.02,14.585509659907078,0.3672583219564731
Figurine_B0CR3Y5T3K_Gnome,2.0,0.02,19.557935950032252,0.8679896798544151
Figurine_B0CR3Y5T3K_Gnome,4.5,0.2,14.73162743486245,0.3999268758916459
Figurine_B0CR3Y5T3K_Gnome,5.0,0.04,14.48234769121648,0.36844513210771557
Figurine_B0CR3Y5T3K_Gnome,2.5,0.1,23.533877499371684,1.012275048966166
Figurine_B0CR3Y5T3K_Gnome,3.0,0.02,22.537944297815052,0.6320577084820747
Figurine_B0CR3Y5T3K_Gnome,4.0,0.02,17.603549579808014,0.37386704986213365
Mallard_B09LV16HD5_LightBrown2,4.0,0.03,17.40556749262425,0.5325373972823603
Mallard_B09LV16HD5_LightBrown2,3.0,0.1,21.47727580866635,0.5930981064395835
